age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,Month,Day,Year
37,0,0.0,75,36112,1,0,0,20107,2,2,0,0.0,33,2,0,2326.274349,11.0,1,15011.36405,0,22583.31067,0,12,30,2015
41,0,1.0,64,37139,0,1,1,15043,5,2,0,0.0,41,0,0,6143.845476,7.0,1,20886.61615,0,11276.84881,0,7,30,2016
30,1,1.0,70,34028,1,0,0,85040,5,0,2,0.0,42,0,1,4621.539054999999,9.0,0,33902.56266,4,16359.6382,1,7,2,2016
43,1,0.0,88,37630,0,1,0,80016,5,2,0,0.0,20,0,0,6143.095652,8.0,1,39374.81485,5,14103.99737,0,6,11,2016
39,1,0.0,81,36633,0,0,1,20101,4,0,1,1.0,57,0,1,1376.876486,5.0,0,15988.50565,2,16113.501069999998,1,5,27,2016
35,1,1.0,65,35543,1,1,0,50022,3,0,0,1.0,96,0,0,7646.113387,2.0,1,26769.77436,1,28334.396210000003,0,3,26,2015
35,0,1.0,77,35564,1,1,1,80015,6,1,0,0.0,67,2,0,3283.336111,5.0,0,19505.17327,6,14825.14119,0,8,14,2016
33,1,1.0,87,34958,1,0,1,80035,3,1,1,0.0,94,0,1,4951.898732,4.0,0,9370.485503,1,24460.73071,1,2,5,2015
42,0,0.0,75,37380,1,0,0,15001,4,2,0,0.0,0,0,0,4032.109132,4.0,1,28313.12387,6,28817.10491,0,1,23,2015
27,1,1.0,48,32935,1,1,1,50051,2,1,0,0.0,49,1,1,5857.154681,4.0,2,14970.36079,1,37246.1927,0,9,21,2016
34,0,1.0,94,35280,1,1,0,15001,0,0,0,0.0,84,0,1,3645.713616,5.0,0,24758.2178,3,24188.64818,0,4,11,2016
43,1,1.0,82,37617,1,0,0,20155,3,1,1,1.0,50,0,1,3366.5760560000003,4.0,2,14286.47822,4,15848.3393,0,2,4,2016
45,1,1.0,30,38070,0,1,1,20106,2,2,1,0.0,30,0,1,3036.239652,2.0,2,11139.93522,1,20710.41752,1,2,3,2016
44,1,1.0,59,37830,1,1,0,85060,0,2,0,0.0,31,0,0,4782.147620000001,5.0,1,20144.54633,2,10831.48824,0,7,4,2016
23,1,0.0,69,31355,1,1,1,50010,5,1,3,0.0,74,1,1,4942.153081,5.0,2,15610.05632,4,12064.25799,0,12,10,2016
30,0,1.0,61,34016,0,0,1,50026,0,1,0,0.0,39,0,1,7829.774882,3.0,2,18000.63724,2,50866.86595,0,2,23,2015
48,1,1.0,84,38698,1,1,0,50001,0,1,0,0.0,15,0,0,5737.153021,2.0,0,23695.027980000003,6,28944.56951,0,7,27,2015
35,1,0.0,93,35549,0,1,1,50008,2,0,0,0.0,93,2,0,3190.077168,5.0,2,18640.82756,4,16924.48734,1,12,30,2015
33,0,0.0,92,34994,0,1,0,80022,0,0,0,1.0,93,2,0,6398.944454,5.0,0,15770.76199,5,40227.39183,0,12,26,2016
47,0,0.0,51,38504,0,1,0,80004,4,2,0,0.0,19,0,1,7221.909629000001,7.0,2,16757.25139,5,20480.64891,1,1,2,2015
38,1,1.0,69,36378,1,0,0,20109,5,1,0,0.0,61,0,0,2773.415413,5.0,1,15462.440819999998,0,19397.54392,0,8,27,2016
32,1,1.0,80,34652,0,1,0,85003,1,0,3,0.0,50,2,1,7490.652137,6.0,1,25285.20068,3,10200.28206,1,3,10,2015
45,0,1.0,82,38062,1,0,1,20134,6,2,0,0.0,2,0,0,6166.324156000001,2.0,2,22329.26568,1,19371.58731,0,6,28,2015
38,0,1.0,70,36386,1,0,0,15057,2,1,0,0.0,67,0,1,8087.468626999999,6.0,2,18141.5905,4,42552.91964,0,11,4,2015
49,0,1.0,83,38940,1,0,0,85005,4,1,0,0.0,62,0,1,5480.579317000001,4.0,2,13769.62895,6,30588.53428,0,2,19,2016
45,0,1.0,73,38068,1,1,0,80046,4,2,0,0.0,69,2,1,6368.784573,3.0,1,11510.48761,2,19835.84483,0,12,25,2015
45,0,1.0,61,38070,1,1,0,15035,3,2,0,0.0,19,0,0,8571.015668,4.0,2,53462.60069,1,18091.631230000003,0,5,7,2015
43,1,1.0,58,37614,1,1,0,85082,1,1,0,0.0,98,0,1,1628.550218,4.0,2,9966.570918,1,27511.09395,0,8,16,2016
23,1,1.0,82,31357,1,1,0,20135,0,0,1,0.0,14,1,0,4792.908347,3.0,1,32868.42855,5,7640.50232,0,1,12,2015
44,0,1.0,77,37834,1,1,0,50005,1,0,0,0.0,50,0,0,4985.11902,4.0,2,40428.09724,0,18023.11491,0,9,29,2015
37,0,1.0,81,36119,0,0,1,85012,0,2,2,0.0,85,2,0,2773.087164,4.0,0,26055.20985,3,11347.60886,0,4,20,2015
44,1,1.0,78,37830,1,0,0,50010,2,2,2,0.0,20,2,1,5468.465053,5.0,2,42042.61118,5,7371.043547,0,4,13,2016
43,0,0.0,76,37611,0,1,1,20165,4,0,0,0.0,2,2,1,4292.291358,5.0,2,32770.53947,5,28794.78236,1,10,9,2015
49,0,1.0,62,38920,0,1,0,80022,6,1,0,1.0,12,0,0,4732.94166,3.0,2,34447.503430000004,4,25696.58617,1,12,20,2015
31,0,1.0,61,34330,1,0,0,50028,4,1,0,0.0,36,0,0,5229.024779,2.0,1,8302.713016,5,10360.77768,0,8,21,2015
50,1,0.0,73,39128,1,1,0,80028,2,1,0,0.0,65,0,0,2523.283711,5.0,1,16276.26901,3,5801.340529,0,3,30,2016
37,0,0.0,93,36091,1,0,0,80002,5,2,0,1.0,3,2,1,4527.593135,7.0,1,12108.75178,4,19735.35124,0,4,9,2016
39,1,0.0,51,36655,0,1,1,85017,1,1,0,0.0,100,2,0,4475.451876,6.0,1,34148.84489,4,43415.68583,1,7,19,2016
39,1,1.0,71,36605,1,0,0,15045,3,2,0,1.0,37,2,1,2968.08308,5.0,0,15556.2438,0,16558.739990000002,0,9,1,2016
39,0,1.0,79,36640,1,1,0,20122,1,1,0,0.0,50,0,1,4518.687056000001,5.0,1,36714.56338,0,45027.87267,0,10,11,2016
31,0,1.0,95,34340,1,0,0,20148,2,1,0,0.0,51,0,0,12655.93342,6.0,2,30878.98083,6,13828.742380000002,0,1,27,2016
57,0,1.0,90,40419,1,1,1,20149,0,2,0,0.0,58,1,0,4791.236484,9.0,1,29232.32245,6,21763.42016,0,10,31,2016
46,0,1.0,75,38286,1,1,0,85070,1,2,0,0.0,4,0,1,3207.604328,3.0,0,40275.80675,1,9822.162636,0,4,5,2016
40,1,0.0,71,36906,1,0,0,80036,6,2,0,0.0,79,0,0,5441.286924,5.0,0,13152.05362,3,20073.1277,0,9,13,2015
69,1,1.0,77,42344,1,0,1,20138,2,1,0,0.0,100,2,0,2235.87231,6.0,2,19324.23175,3,18042.33321,0,1,28,2015
45,0,1.0,91,38056,1,0,1,80017,3,1,0,0.0,0,0,0,6247.973394,4.0,1,19050.65256,2,21453.26291,0,12,3,2015
49,0,1.0,70,38920,1,0,0,20109,3,0,1,1.0,97,0,1,5191.561925,5.0,0,51226.47716,1,14092.95085,0,4,9,2015
40,1,1.0,83,36880,1,1,0,80042,6,0,0,0.0,35,2,1,1788.644221,8.0,0,13547.30145,1,26637.79482,0,4,12,2015
63,0,1.0,88,41423,1,1,0,85082,6,1,1,1.0,100,0,1,4967.45434,9.0,1,31945.52867,4,26444.82885,0,6,26,2016
60,0,0.0,83,40936,0,1,0,15015,4,0,2,0.0,10,0,1,8952.457512,7.0,0,21044.52678,0,10818.32926,0,4,24,2015
47,0,1.0,16,38496,1,1,0,50009,4,1,1,0.0,96,2,1,4924.167782,3.0,1,6951.812808,5,21097.34702,0,11,18,2016
63,0,1.0,68,41433,1,1,1,15012,2,1,2,0.0,50,0,1,5601.458835,6.0,0,13699.75785,1,28136.24559,0,1,20,2016
41,1,0.0,89,37138,1,0,1,85038,1,0,0,0.0,1,1,1,3740.859792,7.0,0,22981.625180000003,3,21574.17692,0,12,29,2015
49,0,1.0,87,38933,0,0,0,85024,4,2,0,0.0,72,2,0,5907.458449000001,2.0,2,40728.77981,0,17837.22941,0,1,23,2015
57,0,1.0,65,40429,0,1,0,50039,1,1,0,0.0,100,0,1,1332.974901,3.0,2,17926.732809999998,1,27355.58087,0,11,29,2016
79,1,1.0,68,43686,1,1,1,15035,5,2,0,0.0,9,2,1,6321.706376,5.0,2,18570.4015,5,11658.1375,0,7,18,2015
59,1,1.0,94,40773,0,0,1,20163,6,2,0,0.0,99,2,0,5565.351677000001,4.0,2,21465.39731,5,12307.22966,0,1,11,2015
38,0,0.0,80,36385,1,0,0,50021,3,2,0,0.0,77,0,0,3783.337749,7.0,0,29328.77364,2,22674.80123,0,7,9,2015
53,1,0.0,75,39713,0,1,1,80022,1,1,0,0.0,50,0,0,7515.642728,6.0,2,9998.780336,6,29553.45723,0,2,9,2016
28,1,1.0,89,33329,1,1,1,20153,2,0,2,0.0,57,1,1,8107.981553,6.0,2,28425.90469,5,43179.26338,0,12,7,2016
35,1,1.0,60,35554,1,0,1,50007,0,1,0,0.0,60,2,1,2441.343208,4.0,1,8286.736534,5,16605.8322,0,11,21,2016
55,1,0.0,63,40064,1,0,1,50025,2,1,0,1.0,69,0,1,6572.386565999999,7.0,1,5557.741646,5,21931.7237,0,12,16,2015
41,1,0.0,66,37146,1,1,1,85034,4,2,0,0.0,92,0,1,6024.095951,7.0,0,10899.45656,6,17249.30209,0,12,2,2016
40,1,1.0,30,36916,1,0,0,20104,0,2,0,0.0,83,1,0,4601.537108,7.0,0,13764.60404,3,23274.02666,0,6,20,2016
56,1,1.0,66,40245,0,1,0,15010,4,0,0,0.0,49,0,0,5838.069766,7.0,1,22003.904,2,27415.21264,0,1,9,2015
45,0,0.0,57,38091,0,0,1,85064,5,1,0,0.0,94,0,0,2944.36618,4.0,2,38129.0036,2,28347.78927,1,4,9,2016
50,0,0.0,32,39111,0,0,0,50025,4,0,1,0.0,51,0,0,8099.102895,8.0,0,21515.74073,2,33302.2779,0,4,3,2015
62,0,1.0,74,41278,1,1,0,85073,0,1,0,1.0,2,2,0,5710.999901,7.0,0,40255.38659,4,26138.85871,0,11,9,2015
66,1,1.0,95,41907,1,1,0,15021,1,2,2,0.0,81,0,1,6139.960564,5.0,1,10707.97449,5,20017.68176,0,1,20,2015
48,0,0.0,72,38706,1,0,0,20135,2,2,0,0.0,100,2,0,2921.926572,5.0,2,23735.00226,2,28603.26073,1,7,15,2015
27,1,1.0,85,32951,1,1,1,80012,4,0,0,1.0,91,1,1,4306.415426,5.0,0,24017.38542,4,32912.46856,0,12,30,2016
35,1,1.0,89,35563,0,1,0,85019,1,1,0,0.0,100,1,1,5915.575834,5.0,1,25363.2552,2,29998.97241,0,1,27,2015
44,1,1.0,55,37838,1,0,0,80020,3,2,0,0.0,80,2,1,5522.106576,3.0,1,33113.00443,0,22612.60014,0,9,8,2016
47,0,1.0,83,38499,0,0,1,85073,2,1,0,0.0,56,2,1,2790.619727,6.0,2,11598.54,4,7505.047320999999,0,12,16,2015
42,0,1.0,96,37366,1,1,0,85065,5,1,0,0.0,94,2,1,5568.047469,3.0,2,47494.69832,2,8395.953581,0,9,5,2015
21,0,0.0,78,30447,1,1,1,85053,6,2,0,0.0,50,1,0,9437.890383,9.0,0,28013.72573,5,39119.25351,0,10,16,2016
53,1,1.0,63,39722,1,0,0,50014,1,0,0,0.0,15,0,1,4373.585186,4.0,2,34386.34568,6,11926.66141,0,5,24,2016
53,1,1.0,70,39703,1,0,1,20164,1,2,0,0.0,25,2,0,5247.664167,5.0,1,11405.53038,5,17554.097980000002,0,3,3,2015
36,0,1.0,10,35839,0,1,0,50041,5,1,0,0.0,2,2,0,2640.933716,8.0,0,36932.33088,6,12354.59507,0,11,12,2016
69,0,1.0,41,42342,0,1,0,85037,5,2,0,1.0,99,0,0,6295.047443,8.0,1,14807.486969999998,0,50116.84373,0,7,18,2015
51,1,1.0,85,39303,1,0,0,50043,1,0,2,0.0,50,2,1,3768.492949,6.0,2,26643.63671,3,17940.19689,0,3,3,2015
53,1,0.0,88,39698,1,0,0,15009,1,1,0,0.0,79,0,1,4055.612119,7.0,0,70076.74782,2,23365.85665,0,6,16,2015
30,0,0.0,76,34021,0,0,0,20119,5,2,0,1.0,0,0,1,3060.8014,4.0,2,27116.72241,2,9201.539278,0,5,9,2015
82,1,1.0,57,44063,0,1,1,20111,0,0,0,0.0,11,0,1,2807.934798,3.0,0,22290.78893,6,27338.30847,0,12,5,2016
56,0,1.0,54,40252,1,1,0,20109,1,0,0,0.0,59,0,0,3919.415320000001,5.0,2,43721.6651,1,12311.82464,0,1,26,2016
54,1,0.0,66,39885,0,1,0,15010,4,0,1,0.0,100,0,1,3616.56911,6.0,0,18643.70488,0,20785.39409,1,3,27,2015
47,0,1.0,77,38500,1,1,1,80041,3,0,0,0.0,0,2,1,3123.148132,9.0,2,29596.0823,2,13228.32076,0,6,9,2016
37,1,1.0,74,36112,1,0,1,20148,3,0,0,0.0,49,0,0,9516.799147,5.0,2,40407.10358,5,15986.01295,0,7,28,2016
26,1,1.0,67,32590,1,1,1,15012,6,0,0,1.0,84,1,0,6786.552579000001,2.0,1,46892.72978,1,51289.98272,0,10,30,2016
58,1,0.0,70,40601,1,0,0,20138,4,2,0,0.0,50,0,0,3371.481222,2.0,2,28386.85199,0,5320.908063,1,5,8,2015
36,1,1.0,35,35830,1,1,1,20121,0,1,0,0.0,100,0,1,7690.981368000001,2.0,2,7661.341081999999,1,60356.39203,0,12,26,2016
36,0,1.0,70,35838,0,0,0,15022,1,1,0,0.0,2,2,0,3194.660711,5.0,1,36029.44099,6,19717.14677,0,10,20,2015
42,0,1.0,84,37385,1,1,0,15001,3,0,1,0.0,18,0,0,1928.514971,5.0,1,20597.32964,0,31550.16479,0,12,10,2015
44,0,1.0,77,37832,1,0,0,20111,5,2,0,1.0,93,2,1,2312.502903,3.0,1,24373.17973,5,20104.0993,0,6,6,2015
24,1,1.0,91,31784,1,0,1,20149,0,1,0,1.0,43,1,1,4474.776168,2.0,0,52982.33959,1,19828.10836,0,9,5,2016
45,1,1.0,73,38062,1,0,1,20163,0,2,0,0.0,1,0,1,2307.657815,4.0,2,20312.11091,6,15873.95801,0,4,25,2016
27,0,0.0,66,32968,1,1,0,50001,1,1,0,0.0,94,1,0,4907.009169,8.0,1,10029.49877,0,12176.47151,0,1,20,2015
32,1,1.0,80,34663,0,1,1,15046,3,1,1,0.0,19,0,0,4468.004271,4.0,2,17334.77477,0,11002.17356,1,4,21,2016
53,1,0.0,51,39680,1,1,0,15032,5,0,0,1.0,13,0,0,6218.535152,5.0,2,19641.27613,5,20122.45765,0,3,7,2015
27,1,1.0,79,32953,1,0,1,80044,5,2,0,0.0,72,1,1,4858.227836999999,5.0,1,8523.658005,5,36204.63876,0,7,2,2016
39,1,1.0,53,36615,1,1,0,15014,3,1,2,0.0,50,2,1,2442.638062,4.0,0,6394.722333,3,14156.04475,0,12,1,2016
55,0,0.0,85,40067,1,1,0,50033,4,0,1,0.0,57,2,1,5208.860909,5.0,1,30224.20693,2,16715.09198,0,6,17,2016
40,0,1.0,80,36905,0,0,0,80015,4,1,1,1.0,29,2,0,7693.638217000001,10.0,2,31501.99277,4,35943.66017,1,10,16,2015
45,0,0.0,87,38068,1,1,0,50027,4,2,0,0.0,39,0,1,6755.434855,9.0,0,7869.075195,0,14749.06715,0,7,22,2016
66,1,1.0,79,41885,0,1,0,50012,1,0,0,0.0,9,2,1,7095.643926999999,8.0,2,32029.87459,6,45148.90075,0,8,25,2015
40,0,0.0,86,36878,1,0,0,15057,0,0,0,0.0,55,0,0,5576.024512,8.0,1,31044.83667,6,9332.939591,0,9,21,2015
44,0,1.0,55,37858,0,0,0,15057,6,2,0,0.0,2,2,0,1757.222891,4.0,1,18982.84361,2,29568.12613,0,2,1,2015
24,1,1.0,75,31781,0,1,0,85009,2,0,0,0.0,22,1,0,3832.144169,7.0,2,15256.75389,2,21527.93524,0,7,13,2016
61,0,1.0,17,41108,1,0,0,15018,2,1,0,0.0,99,1,0,2875.447098,4.0,2,16868.34809,1,16344.12144,0,6,10,2015
44,0,1.0,49,37868,1,1,0,85024,5,2,0,0.0,2,2,1,4687.25228,4.0,2,11806.0267,4,2450.138635,0,10,8,2016
59,1,1.0,55,40782,1,1,1,85029,1,1,0,0.0,66,0,1,3049.632677,5.0,0,15841.74084,2,40427.42512,1,7,5,2016
46,0,0.0,85,38293,1,0,1,80030,6,2,1,0.0,47,0,0,5179.696517,3.0,2,18395.46699,3,9626.527917,0,3,15,2015
48,1,1.0,88,38717,0,0,0,85041,5,1,0,0.0,97,0,0,4230.671802000001,1.0,2,16250.18413,3,7515.363104000001,0,9,17,2016
38,1,0.0,50,36387,1,0,1,20111,1,0,0,0.0,59,2,1,5153.447232,4.0,0,22303.86034,6,33307.90595,0,8,23,2016
43,0,1.0,78,37594,1,1,1,15027,1,0,0,1.0,51,0,1,7753.537041,6.0,1,35437.98808,0,14712.28745,0,6,23,2015
45,0,1.0,77,38050,1,1,0,20104,0,1,1,0.0,86,2,1,6109.5752170000005,2.0,0,30700.76468,6,35802.01537,0,4,13,2015
37,0,1.0,91,36106,1,1,1,80025,1,2,0,0.0,29,2,1,7533.210862000001,8.0,1,32921.57344,2,12402.97742,0,9,1,2015
46,0,0.0,81,38292,0,1,1,15020,4,1,1,0.0,56,0,1,2442.765957,3.0,2,15480.55385,6,24215.42216,0,6,12,2015
40,1,1.0,86,36887,1,1,1,50055,5,0,0,0.0,96,0,0,7918.313976,7.0,0,27033.30097,5,22977.7335,0,3,14,2015
55,0,1.0,79,40073,1,0,0,20141,4,0,0,0.0,41,0,1,10524.17738,5.0,0,26688.99968,2,10831.81714,1,12,9,2016
46,1,1.0,69,38288,1,0,1,85082,5,1,0,1.0,34,0,0,3134.170771,5.0,2,7997.206525,0,25975.50536,0,5,9,2015
35,0,1.0,87,35548,1,1,1,85062,6,0,0,0.0,0,1,0,5025.130797999999,4.0,1,24029.05669,5,12906.54639,0,1,11,2015
26,0,1.0,85,32581,1,0,1,85015,3,1,0,0.0,51,1,1,6559.147123,4.0,2,11125.56294,5,14745.72795,0,9,10,2015
32,0,1.0,58,34660,1,1,0,20135,3,1,0,1.0,98,2,0,1822.9299,1.0,2,20976.99882,0,33894.30114,0,10,20,2016
24,1,1.0,86,31778,1,1,1,85038,5,1,2,0.0,0,1,1,1091.218513,3.0,0,6078.148739,4,17894.45531,0,11,26,2016
41,1,1.0,69,37125,1,0,0,20111,0,1,0,1.0,97,2,1,9245.481213,5.0,0,8301.459526,1,12498.81588,0,9,7,2015
40,0,0.0,77,36887,1,0,0,80005,3,1,2,1.0,98,0,1,6361.821807,8.0,0,12513.57505,5,33284.93881,1,8,13,2015
57,1,1.0,96,40443,1,0,0,85062,3,1,0,1.0,97,2,1,6185.073168,4.0,2,10861.68636,0,34491.91005,0,3,3,2016
47,0,1.0,93,38488,0,0,0,15001,0,1,0,0.0,100,0,0,8502.988487999999,8.0,0,19340.03708,1,25025.52305,0,2,22,2016
51,0,0.0,71,39332,1,1,0,85002,1,0,0,0.0,92,2,1,2796.0245640000003,5.0,2,33099.030439999995,0,36454.14354,0,1,13,2015
48,1,1.0,80,38732,0,1,0,20124,3,1,0,1.0,22,2,0,6411.181493,8.0,1,16498.19115,6,36444.555960000005,0,5,12,2016
61,1,1.0,73,41109,0,1,1,15035,2,2,0,0.0,45,0,1,11317.59537,2.0,1,12688.91632,4,13417.81005,0,3,11,2015
47,1,0.0,72,38514,0,1,0,80110,0,2,1,0.0,90,2,1,6453.412549000001,6.0,0,22297.59464,1,38223.67807,1,2,2,2015
56,1,0.0,93,40247,1,1,0,80003,0,1,0,0.0,55,0,1,5811.999589,4.0,2,10398.59779,3,22647.84913,0,8,8,2016
37,0,1.0,52,36106,1,0,0,20116,1,2,0,0.0,72,0,0,2177.6610960000003,5.0,2,3672.387782,6,9627.257964,0,12,15,2015
41,0,1.0,69,37110,1,0,0,85020,3,1,1,0.0,50,0,0,3353.953847,5.0,0,4468.101334,5,27404.68938,0,7,2,2015
49,1,1.0,49,38924,0,1,1,80033,0,1,0,0.0,1,0,0,6565.30482,6.0,1,19736.84907,6,9857.683185,1,11,2,2015
40,0,1.0,71,36887,1,1,0,20153,1,2,0,0.0,86,0,0,4196.506799,7.0,0,18294.80171,4,18482.99523,0,8,25,2015
32,1,0.0,91,34668,0,1,1,15012,4,1,1,0.0,99,2,0,3465.333265,5.0,0,22493.95454,3,15318.49621,1,12,9,2016
54,0,0.0,55,39886,1,0,0,15012,2,2,0,1.0,5,2,1,1713.472182,4.0,1,14540.872,5,13293.10291,0,9,28,2016
40,0,1.0,77,36869,1,1,0,85075,0,0,0,1.0,50,0,1,3667.465148,6.0,1,31039.42094,0,29546.456510000004,0,1,25,2016
47,0,1.0,50,38518,1,1,0,80012,0,1,3,0.0,1,0,1,5369.690104,6.0,0,24239.62444,1,8897.182674,0,4,13,2015
51,1,1.0,85,39341,1,1,1,80006,3,1,0,1.0,83,0,1,1906.240281,5.0,2,19024.90034,5,7568.796962,0,12,24,2015
44,1,0.0,78,37828,0,1,1,85015,6,2,0,0.0,40,2,0,2680.317804,1.0,1,12792.6733,6,14104.110230000002,1,9,25,2016
60,0,1.0,87,40951,1,1,0,80015,3,2,0,0.0,96,2,0,6608.98059,1.0,2,16878.29633,6,7896.605176000001,0,7,2,2015
75,1,1.0,59,43171,1,0,0,20144,6,2,0,0.0,83,0,0,3118.905902,4.0,1,9634.478774,1,17531.53545,0,12,27,2015
27,0,1.0,75,32960,1,0,0,80007,3,1,1,0.0,11,1,1,3265.344302,2.0,0,20418.66167,2,11137.36906,0,1,15,2015
49,1,1.0,80,38907,0,1,0,50047,0,2,2,0.0,83,0,1,5039.749253,8.0,0,14317.17951,5,29560.020460000003,0,5,16,2016
62,1,1.0,73,41272,1,0,0,80025,4,2,1,0.0,49,1,0,3987.474729,7.0,2,29365.41468,3,14052.77687,0,11,27,2015
28,0,1.0,78,33314,0,1,1,50021,6,1,0,0.0,83,1,0,6328.570477,3.0,2,22872.30719,3,14787.05758,0,5,3,2015
36,1,0.0,61,35835,1,0,1,50002,6,2,0,0.0,50,0,1,5180.85207,4.0,2,32828.482560000004,1,11288.17614,0,6,5,2016
54,1,1.0,85,39897,1,1,0,80027,1,1,0,0.0,56,0,0,2627.94937,14.0,2,41171.31785,2,43063.93617,0,7,28,2015
39,1,0.0,84,36633,0,1,0,15035,5,2,1,1.0,0,1,1,7903.212277,5.0,2,16582.56993,5,25034.09678,0,8,27,2016
30,1,1.0,84,34010,1,1,0,80003,3,0,0,1.0,88,0,1,5168.480089,4.0,2,8257.883591,0,18742.30413,0,11,26,2015
27,1,1.0,68,32948,1,1,1,85023,4,2,0,0.0,49,1,0,7852.120779999999,7.0,0,68326.22907,6,15084.29842,0,10,7,2016
57,0,1.0,78,40419,0,0,1,15012,2,1,0,0.0,99,0,0,5443.804563000001,5.0,2,44106.996,3,16511.64365,0,12,28,2016
66,0,1.0,77,41906,0,0,0,50049,5,2,0,0.0,50,2,0,2968.477753,6.0,0,10321.23004,6,26936.50395,0,8,6,2016
41,0,1.0,71,37117,1,1,1,50013,6,1,3,0.0,97,2,1,6725.537156,3.0,0,34777.99757,1,16493.767030000003,0,8,21,2016
33,1,1.0,72,34971,0,0,1,80038,4,1,0,0.0,88,0,1,2650.105312,7.0,0,9924.304537,6,6873.79677,0,10,28,2016
61,1,1.0,69,41119,1,0,1,85032,5,2,0,0.0,0,0,0,3738.248983,6.0,1,14472.20962,1,16608.78513,0,7,9,2016
39,0,0.0,71,36652,0,1,0,85048,1,1,0,0.0,22,0,0,8628.549978000001,3.0,1,29753.99406,6,29946.23947,0,4,19,2016
37,1,0.0,73,36097,1,1,0,85054,2,1,1,0.0,17,0,1,3708.201703,3.0,1,19167.74823,2,18443.74286,0,1,13,2016
53,1,1.0,75,39697,1,1,0,85064,4,1,0,0.0,50,0,1,5482.821673,7.0,0,16320.13203,0,25455.01067,0,2,6,2015
52,1,1.0,59,39519,0,1,0,15022,3,1,0,0.0,29,0,1,2153.5104920000003,8.0,2,4030.749094,6,12161.21979,0,6,25,2015
37,0,1.0,68,36123,1,0,0,80021,3,2,1,0.0,17,2,0,3361.5326909999994,5.0,1,30044.69427,4,31853.56083,0,5,12,2016
33,1,1.0,43,34961,0,0,1,85060,1,0,1,1.0,64,2,1,4460.173349000001,1.0,2,13701.45908,5,42220.11972,0,10,18,2016
28,1,0.0,58,33339,0,0,1,20116,1,2,1,0.0,78,1,0,7609.230622,3.0,0,13652.735030000002,0,51651.95055,0,8,23,2016
33,1,1.0,70,34983,1,1,1,15003,5,0,3,0.0,49,0,0,5931.425204,5.0,0,12425.18861,4,13274.95544,0,7,4,2015
29,0,1.0,83,33679,1,1,1,50036,5,2,0,0.0,50,0,1,6083.983868,1.0,2,20826.95682,4,23243.09966,0,1,3,2015
62,0,1.0,68,41268,0,1,0,20105,6,2,0,0.0,15,0,1,4726.957471,4.0,0,42024.63145,2,25978.47765,0,11,6,2016
44,1,0.0,72,37858,1,1,0,20122,3,2,3,0.0,33,2,0,4921.543648,3.0,1,58673.15116,4,22615.80617,0,5,7,2015
42,1,1.0,84,37376,1,1,1,20153,6,0,1,0.0,7,0,1,9006.270704,5.0,2,19017.35237,3,12428.71052,0,11,22,2015
77,0,1.0,2,43443,1,0,1,20129,4,0,0,0.0,27,2,1,2836.6004390000003,2.0,0,31320.12312,4,32204.5879,1,3,20,2015
25,1,1.0,92,32187,1,0,0,85028,0,2,0,0.0,50,1,0,5840.499462,6.0,0,51163.967260000005,4,27362.05649,0,1,18,2016
36,0,0.0,56,35825,0,1,0,80102,0,0,1,0.0,75,0,1,2484.715093,6.0,1,10545.47566,6,24887.77481,1,7,6,2015
28,0,0.0,46,33329,1,1,1,20139,4,1,2,0.0,50,1,1,4242.176401,5.0,1,16319.98011,4,11623.82553,1,5,13,2016
46,1,1.0,73,38272,1,1,1,50025,1,0,1,0.0,71,0,0,3769.395616,6.0,0,13887.087980000002,5,22133.542380000003,0,9,29,2015
40,1,1.0,72,36897,1,0,0,20129,2,1,0,1.0,50,0,1,2459.400517,7.0,1,27647.517860000004,6,7818.324772,0,1,27,2016
46,1,1.0,55,38289,1,1,0,20111,0,0,1,1.0,90,0,1,3816.134324,4.0,0,18316.89145,5,32850.75688,0,10,12,2015
28,0,1.0,81,33318,1,0,1,15047,1,1,0,0.0,94,2,0,7182.709506,6.0,1,28513.28003,6,21426.10032,0,6,23,2015
44,1,0.0,88,37842,1,1,0,20111,5,2,1,0.0,13,0,1,3103.858486,2.0,1,20220.50452,3,11609.45632,0,3,12,2016
32,0,0.0,63,34649,1,1,0,85077,5,1,0,1.0,23,2,0,9757.065217,4.0,0,20568.43895,4,45216.42526,0,10,24,2015
58,1,1.0,90,40604,1,1,1,50047,5,1,0,1.0,93,2,0,6325.5154600000005,10.0,2,44198.91591,5,5485.4808570000005,0,7,4,2015
60,0,1.0,34,40938,1,0,1,20132,1,0,0,1.0,0,0,0,4669.539972,2.0,2,35877.72238,4,27478.60951,1,4,7,2015
61,0,1.0,53,41125,1,0,0,85022,0,1,1,1.0,85,2,1,3440.633122,3.0,1,12596.99388,6,6242.021623,0,3,30,2015
51,1,1.0,91,39324,1,0,0,80015,4,2,1,0.0,39,0,0,5439.303675,5.0,0,27460.95787,3,18639.979880000003,0,9,2,2016
21,0,1.0,93,30438,0,1,1,80041,0,1,1,0.0,93,1,1,9029.896605,6.0,0,8909.961263,1,23278.9278,0,6,22,2015
